vehicle_id,brand,vehicle_year,timestamp,odometer_km,engine_hours,vehicle_speed_kph,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_position_percent,air_flow_rate_gps,exhaust_gas_temp_c,engine_vibration,brake_pad_wear_mm,brake_fluid_level,brake_temp_c,abs_fault_indicator,brake_pedal_position,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0038,Toyota,2025,2025-03-08 06:58:00,49389.75,1074.42,91.37,100.41,3913.53,49.49,89.58,50.6,8.13,82.57,48.49,71.8,621.8,1.7,2.16,88.82,79.01,0,9.58,89.57,91.99,95.31,89.81,12.88,-37.07,49.76,13.92,98.94,100.0,24.44,68.64,27.419186,76.224946,0,0,0,2050-01-01 00:00:00,No Failure
VEH0211,Toyota,2025,2025-02-21 05:08:00,37241.08,903.18,82.05,96.12,3344.24,52.11,84.75,52.36,7.32,75.46,37.08,65.43,656.13,2.1,2.43,93.19,54.0,0,11.94,82.02,83.57,78.27,84.62,11.96,11.22,36.6,13.95,64.18,97.1,18.8,63.18,9.37313,83.598917,0,0,0,2050-01-01 00:00:00,No Failure
VEH0127,Hyundai,2019,2025-10-25 10:53:00,108438.36,2498.74,87.44,96.0,3485.95,54.4,83.02,75.18,8.74,72.28,44.19,61.89,629.11,1.15,2.58,98.12,58.71,0,35.04,85.74,85.2,91.53,88.69,12.53,4.95,45.69,13.71,78.9,92.65,20.49,65.95,19.09088,76.177486,0,0,0,2050-01-01 00:00:00,No Failure
VEH0064,Mercedes,2022,2025-01-09 05:12:00,80250.96,1578.85,65.53,100.24,2377.02,57.11,91.08,27.7,5.9,63.21,48.5,46.99,548.07,1.65,2.39,92.39,48.96,0,2.32,70.94,66.49,63.83,72.96,12.5,14.89,43.17,14.66,91.39,93.19,27.62,67.06,12.61056,85.020707,0,0,0,2050-01-01 00:00:00,No Failure
VEH0220,Hyundai,2023,2025-12-11 10:59:00,62474.32,1295.75,40.74,92.65,1571.39,61.3,85.61,27.87,4.64,47.23,35.18,37.37,493.66,1.64,2.08,88.21,48.2,0,42.23,43.92,41.67,44.57,41.63,12.32,-9.9,35.75,14.07,100.0,100.0,13.91,76.44,27.713529,85.297051,0,0,0,2050-01-01 00:00:00,No Failure
VEH0190,Audi,2025,2025-12-18 09:47:00,36972.81,846.63,48.5,93.1,2384.14,59.3,86.27,49.28,5.76,52.54,30.94,38.79,490.51,1.21,2.61,91.71,59.48,0,13.49,50.63,50.38,51.4,46.45,12.67,29.09,42.65,14.42,80.35,94.28,14.35,54.8,11.900126,83.449802,0,0,0,2050-01-01 00:00:00,No Failure
VEH0002,BMW,2022,2025-10-07 05:47:00,40134.69,962.83,66.61,97.91,2627.63,63.08,87.43,23.03,7.83,74.66,46.01,52.67,567.05,1.58,1.9,101.06,59.0,0,36.48,68.62,70.95,67.5,69.95,12.41,-24.73,39.77,13.74,76.51,90.49,25.63,51.23,15.17896,88.364084,0,0,0,2050-01-01 00:00:00,No Failure
VEH0099,Mercedes,2018,2025-02-23 21:43:00,151192.64,3380.48,95.16,110.55,3475.66,58.22,94.36,62.02,8.17,86.27,65.14,70.15,639.44,2.59,3.4,89.28,71.04,0,62.22,95.95,96.78,92.56,93.94,12.47,-15.98,49.35,14.36,73.44,86.08,31.42,52.84,16.340491,73.994609,0,0,0,2050-01-01 00:00:00,No Failure
VEH0238,BMW,2020,2025-06-22 22:55:00,100241.18,2038.27,48.06,107.42,1911.78,63.21,96.01,96.12,5.71,47.37,21.64,33.86,515.05,1.76,2.72,84.47,41.76,0,3.66,56.79,52.63,51.8,55.33,12.67,-2.31,45.9,14.15,75.21,91.22,36.77,18.29,16.119824,84.383526,0,0,0,2050-01-01 00:00:00,No Failure
VEH0131,Mercedes,2024,2025-07-07 07:07:00,25356.75,683.61,100.94,106.2,3371.08,54.63,96.73,52.21,9.27,91.44,63.8,58.59,672.07,1.58,1.5,89.94,81.62,0,24.74,100.73,100.74,98.84,98.93,12.39,3.01,48.01,14.19,100.0,98.09,36.35,71.02,21.358385,74.507664,0,0,0,2050-01-01 00:00:00,No Failure
VEH0114,Mercedes,2016,2025-06-02 01:10:00,138178.83,3107.72,23.69,99.09,1251.62,58.43,84.12,38.57,4.01,35.28,32.88,29.47,436.52,0.86,2.96,91.78,50.08,0,53.79,29.08,26.46,34.4,27.65,12.08,23.5,38.85,13.84,80.63,83.74,28.89,56.14,26.742696,87.17831,0,1,1,2025-06-05 12:10:00,Multiple
VEH0003,Honda,2021,2025-10-04 13:43:00,82485.69,1770.52,72.0,97.68,2956.5,57.21,92.35,50.4,6.17,57.17,48.56,52.12,522.47,1.88,2.01,94.14,63.78,0,10.05,73.09,71.08,71.44,70.01,12.55,-10.79,38.85,14.08,78.14,92.84,22.24,67.22,11.290294,77.892126,0,0,0,2050-01-01 00:00:00,No Failure
VEH0257,BMW,2016,2025-07-19 09:45:00,123478.66,2694.25,83.38,114.44,4140.42,46.82,94.79,2.0,8.42,98.69,68.71,81.99,706.17,2.96,2.49,85.59,60.94,0,14.74,86.75,78.02,80.94,84.87,12.67,20.67,54.76,14.21,80.53,89.03,45.96,52.44,12.750393,83.726487,1,0,0,2025-07-25 18:45:00,Engine
VEH0209,BMW,2021,2025-11-08 12:21:00,52342.18,1102.53,19.58,91.14,1521.05,62.62,85.43,30.58,3.67,36.88,13.5,31.71,453.08,1.2,2.0,92.89,45.64,0,0.49,18.49,20.7,23.51,21.71,12.21,12.63,41.15,13.85,82.95,96.75,31.54,60.4,11.926205,77.815954,0,0,0,2050-01-01 00:00:00,No Failure
VEH0068,BMW,2019,2025-01-28 03:00:00,85101.48,1688.79,80.32,109.58,2694.04,58.13,94.28,81.65,7.98,89.86,74.81,64.31,668.27,2.43,2.58,93.81,67.62,0,46.52,80.17,73.6,79.28,79.76,12.37,11.24,42.24,14.12,83.22,98.03,28.12,67.3,26.163235,74.38315,0,0,0,2050-01-01 00:00:00,No Failure
VEH0081,Ford,2021,2025-11-30 08:58:00,63023.33,1459.05,81.48,104.91,3745.76,55.27,94.45,68.58,9.28,82.62,59.93,66.32,606.21,1.88,2.71,89.47,63.34,0,56.37,83.2,74.82,81.52,80.69,12.38,12.41,48.39,13.9,85.49,97.09,20.03,10.0,17.464307,77.818255,0,0,0,2050-01-01 00:00:00,No Failure
VEH0050,Honda,2021,2025-01-06 14:53:00,89703.81,2088.29,90.01,108.5,3949.24,62.03,102.79,54.08,9.17,88.68,49.62,81.27,689.83,2.15,2.47,92.73,67.47,0,31.91,90.76,88.86,88.01,91.99,12.46,28.27,48.55,13.98,82.69,96.46,40.46,55.54,19.733216,87.555196,0,0,0,2050-01-01 00:00:00,No Failure
VEH0085,Tata,2018,2025-12-08 04:31:00,136777.05,3174.69,26.98,89.82,1780.49,40.44,85.25,35.18,3.95,45.16,26.95,36.74,483.93,1.48,3.17,86.15,49.88,0,24.97,30.58,33.54,29.72,32.79,12.76,15.44,36.54,13.66,80.46,98.29,6.97,62.25,10.295255,76.707137,1,0,0,2025-12-09 18:31:00,Engine
VEH0224,BMW,2025,2025-03-20 01:09:00,50314.39,1089.16,84.03,104.87,3091.02,57.02,93.0,78.59,7.12,76.71,70.5,58.28,606.93,2.01,2.56,97.34,60.74,0,14.93,81.52,79.16,85.12,85.53,12.36,1.29,44.56,14.75,92.14,100.0,36.54,75.31,14.251104,73.688868,0,0,0,2050-01-01 00:00:00,No Failure
VEH0177,Honda,2021,2025-01-01 19:31:00,73773.48,1593.7,37.93,99.39,2242.74,54.1,96.57,100.0,5.55,50.63,55.21,45.67,474.83,1.51,2.91,92.94,41.1,0,27.72,46.2,37.75,41.2,34.93,12.98,33.96,44.29,14.05,91.0,100.0,33.47,78.31,23.458004,76.491262,0,0,0,2050-01-01 00:00:00,No Failure
VEH0275,Honda,2022,2025-11-12 19:58:00,57626.74,1237.85,106.72,100.69,4146.68,57.81,92.99,26.57,10.08,91.02,74.63,68.09,688.1,2.25,2.78,98.11,77.37,0,30.4,104.02,104.05,110.17,104.26,12.9,24.15,42.52,14.06,76.37,86.99,18.0,63.69,22.543363,80.60703,0,0,0,2050-01-01 00:00:00,No Failure
VEH0004,Ford,2016,2025-08-13 05:37:00,168151.43,3715.52,37.3,93.52,1944.81,59.44,87.2,57.65,5.37,54.84,45.29,46.01,553.53,1.85,3.48,90.42,30.38,0,56.33,41.89,37.01,39.11,41.87,12.44,11.05,44.05,14.42,97.89,88.5,26.78,65.66,10.015637,84.689336,0,1,0,2025-08-13 15:37:00,Brake
VEH0268,Toyota,2020,2025-03-13 02:13:00,78820.32,1557.96,37.01,100.27,1399.77,55.38,83.6,100.0,5.5,42.95,18.59,28.65,437.97,1.99,2.6,86.6,48.27,0,9.29,36.18,37.12,33.62,43.94,13.06,10.73,38.82,14.1,75.2,96.64,29.47,67.08,10.64763,85.308125,0,0,0,2050-01-01 00:00:00,No Failure
VEH0061,Audi,2021,2025-11-28 04:22:00,81500.63,1635.55,42.32,88.03,1153.97,63.9,80.94,51.33,5.45,38.32,42.09,38.96,425.48,0.56,2.14,94.07,51.59,0,42.55,39.77,38.19,43.34,42.68,12.12,5.57,38.26,14.31,73.23,93.3,25.41,43.54,13.293422,72.306309,0,0,0,2050-01-01 00:00:00,No Failure
VEH0093,Ford,2021,2025-09-26 03:22:00,81707.7,1620.22,39.51,101.23,2915.69,57.6,93.6,77.97,7.12,72.23,40.23,52.74,580.71,1.68,3.12,87.62,54.95,0,3.76,39.5,39.69,38.24,37.71,12.32,-3.18,44.77,14.6,83.57,95.82,29.31,83.51,10.702329,72.001976,0,0,0,2050-01-01 00:00:00,No Failure
VEH0197,Ford,2019,2025-08-26 19:50:00,110379.05,2426.32,21.98,96.98,2074.76,59.66,87.34,42.81,4.37,37.12,23.5,41.84,454.69,2.15,2.93,93.24,52.99,0,10.5,19.36,20.61,19.85,28.26,12.8,3.7,47.03,14.14,94.93,94.55,44.25,53.77,18.29845,83.914321,0,0,0,2050-01-01 00:00:00,No Failure
VEH0215,Hyundai,2019,2025-04-11 21:07:00,135510.71,2859.0,59.64,99.51,2581.82,51.63,87.76,8.77,7.03,56.53,35.13,55.99,554.15,1.51,2.43,93.42,60.93,0,16.49,61.67,58.71,70.76,65.28,12.73,-2.43,42.74,14.31,84.83,88.74,27.07,82.33,16.898145,85.684288,0,0,0,2050-01-01 00:00:00,No Failure
VEH0252,Tata,2016,2025-10-04 23:16:00,149959.41,3194.09,86.26,107.44,3245.53,48.39,94.71,72.6,6.6,63.56,41.85,51.8,563.49,2.61,3.39,86.62,58.98,0,8.24,81.75,80.07,87.75,84.46,11.9,1.1,49.59,14.35,52.0,79.85,36.6,41.21,23.456824,75.920206,0,0,0,2050-01-01 00:00:00,No Failure
VEH0013,Hyundai,2015,2025-05-25 23:23:00,192143.19,4363.35,94.57,102.27,4083.01,47.15,99.77,67.52,7.09,75.91,40.16,75.64,665.56,2.64,3.11,96.09,64.86,0,20.07,98.33,92.67,92.71,94.43,12.4,36.25,40.88,14.41,98.89,89.75,22.81,64.23,27.69459,73.442522,0,0,0,2050-01-01 00:00:00,No Failure
VEH0214,Ford,2022,2025-07-03 21:52:00,73953.65,1680.38,49.29,94.09,2290.22,58.51,87.58,77.51,6.03,49.29,38.36,53.91,459.69,1.75,2.36,95.57,48.97,0,53.66,43.11,42.36,43.38,43.75,12.44,14.29,42.43,14.36,89.73,97.84,15.08,56.88,22.219262,72.106547,0,0,0,2050-01-01 00:00:00,No Failure
VEH0026,Mercedes,2019,2025-05-08 20:04:00,109329.92,2259.77,50.52,112.96,2446.14,52.44,91.8,71.86,5.18,64.8,47.58,55.34,614.96,2.42,2.57,90.54,36.45,0,41.73,48.11,50.99,49.79,50.08,12.48,-7.0,46.45,14.27,93.65,97.74,32.44,63.1,12.496668,79.373675,0,0,0,2050-01-01 00:00:00,No Failure
VEH0130,Mercedes,2024,2025-01-09 11:40:00,25214.39,498.82,22.09,95.32,1413.2,66.54,80.79,28.85,4.23,45.31,34.98,26.61,490.75,1.95,1.65,95.71,48.98,0,23.49,22.64,20.01,19.67,17.92,12.03,15.56,33.77,13.97,97.7,93.69,14.94,54.01,18.933825,85.590872,0,0,0,2050-01-01 00:00:00,No Failure
VEH0295,Tata,2020,2025-03-03 00:40:00,104358.36,2458.04,67.88,97.44,2806.06,43.63,91.02,74.13,7.72,62.69,37.66,55.94,579.12,2.37,3.09,81.73,70.65,0,22.69,63.36,60.04,60.76,58.02,12.6,-10.98,46.27,14.55,67.8,89.96,28.25,43.09,8.15727,78.58419,0,0,0,2050-01-01 00:00:00,No Failure
VEH0102,Tata,2023,2025-04-25 03:23:00,52286.6,1209.38,75.74,103.95,2904.94,62.58,88.46,74.57,7.26,80.11,47.26,61.66,610.13,2.02,2.56,94.83,63.81,0,18.48,78.59,72.25,72.61,70.25,12.6,0.14,46.89,14.27,80.52,91.4,24.51,56.92,24.097263,79.822494,0,0,0,2050-01-01 00:00:00,No Failure
VEH0217,Honda,2025,2025-03-31 12:54:00,26953.48,701.67,119.18,105.63,4548.29,49.84,87.45,28.34,9.09,100.0,72.92,75.55,700.71,1.96,1.99,94.55,65.94,0,10.95,119.07,113.0,113.11,116.99,12.52,-2.29,45.91,14.15,92.1,100.0,13.83,39.53,12.233328,78.189576,0,0,0,2050-01-01 00:00:00,No Failure
VEH0199,BMW,2018,2025-03-11 21:21:00,129510.05,2978.24,61.57,101.51,3300.2,55.99,85.32,80.53,6.57,57.34,43.29,63.63,546.54,1.96,2.23,92.56,60.39,0,16.7,65.67,59.17,67.1,63.19,12.69,22.11,41.92,14.52,87.44,100.0,26.45,100.0,15.450621,81.613818,0,0,0,2050-01-01 00:00:00,No Failure
VEH0145,Mercedes,2016,2025-01-17 11:19:00,165129.96,3768.02,88.13,104.51,2946.15,52.3,89.03,2.0,7.2,62.32,45.95,60.1,580.44,1.63,2.7,82.17,77.94,0,12.98,95.74,95.95,90.26,96.72,12.44,3.29,45.63,14.03,85.98,97.41,19.46,86.31,14.738813,72.047125,0,0,0,2050-01-01 00:00:00,No Failure
VEH0159,Honda,2021,2025-03-04 02:35:00,90225.51,1960.97,36.94,102.4,2551.65,57.66,87.86,45.64,6.59,66.15,49.79,51.47,561.33,2.42,2.79,89.08,47.89,0,38.15,40.76,32.78,35.73,31.27,12.1,-5.91,40.19,13.84,80.53,89.33,33.61,88.02,28.43934,85.538148,0,0,0,2050-01-01 00:00:00,No Failure
VEH0164,Ford,2022,2025-06-18 14:39:00,67628.59,1370.76,75.77,105.23,3909.34,56.26,94.49,79.27,7.57,70.46,56.23,73.38,581.2,1.82,2.85,91.4,49.93,0,17.32,74.63,74.45,76.78,74.29,12.56,21.08,48.07,14.08,74.33,93.36,25.3,82.86,27.577183,77.166049,0,0,1,2025-06-20 00:39:00,Battery
VEH0282,Hyundai,2021,2025-09-02 19:56:00,98373.61,2158.21,89.13,105.88,3578.43,59.28,97.54,44.9,6.63,63.87,41.91,64.66,528.66,2.02,2.41,95.82,56.44,0,39.65,84.04,86.77,85.31,78.2,12.95,17.7,44.15,14.26,89.68,90.14,40.11,88.0,26.474458,88.405406,0,0,0,2050-01-01 00:00:00,No Failure
VEH0208,Tata,2018,2025-06-08 14:44:00,140109.58,3097.0,89.39,106.26,3583.12,54.07,95.58,59.79,7.31,81.74,41.83,69.61,647.23,2.42,2.74,92.21,63.7,0,17.92,87.89,91.66,88.93,87.06,12.38,16.52,42.74,14.49,89.01,91.25,24.07,60.97,27.36931,88.054983,0,0,0,2050-01-01 00:00:00,No Failure
VEH0279,Ford,2017,2025-10-11 08:22:00,149042.23,3280.24,89.36,107.52,2784.72,41.59,91.63,9.8,7.87,83.26,55.7,50.8,623.58,2.94,3.05,90.18,72.23,0,53.23,94.09,90.01,92.17,90.99,12.46,7.42,46.0,13.76,79.11,86.92,32.11,71.33,19.924201,72.309084,0,0,0,2050-01-01 00:00:00,No Failure
VEH0050,Toyota,2017,2025-04-15 22:02:00,119813.01,2429.41,36.83,99.21,1533.98,61.31,86.08,46.98,4.42,42.62,43.4,35.52,526.25,2.1,3.54,88.02,54.65,0,19.16,34.31,30.77,38.77,34.29,12.38,-18.52,45.15,14.37,100.0,89.1,20.75,39.82,10.833119,77.004192,1,0,1,2025-04-16 16:02:00,Multiple
VEH0266,Hyundai,2024,2025-12-07 01:28:00,79818.67,1665.61,81.98,102.28,2907.6,55.22,93.03,12.75,6.56,56.76,35.04,60.29,542.64,1.32,2.01,96.64,56.27,0,24.6,77.61,79.52,80.27,81.7,12.42,23.71,38.68,14.22,71.75,91.48,33.9,56.04,26.438022,78.376818,0,0,0,2050-01-01 00:00:00,No Failure
VEH0003,Tata,2025,2025-12-18 01:57:00,21462.83,371.42,75.59,103.91,3443.83,50.75,89.21,26.44,7.18,65.37,44.5,52.73,550.59,1.01,2.18,96.36,57.57,0,63.56,79.46,74.43,78.09,74.61,12.55,-2.11,45.68,14.35,85.2,91.6,32.61,61.96,21.500736,85.926375,0,0,0,2050-01-01 00:00:00,No Failure
VEH0023,Mercedes,2017,2025-01-01 03:22:00,151766.13,3343.09,16.02,101.17,1153.71,61.46,82.47,100.0,4.19,24.66,4.71,29.6,435.77,2.47,3.37,92.73,45.07,0,18.18,15.2,12.4,17.46,19.6,12.31,-8.9,46.74,14.07,54.9,84.84,25.28,90.91,23.534244,80.953265,0,1,0,2025-01-08 03:22:00,Brake
VEH0114,Mercedes,2025,2025-12-04 10:21:00,33161.64,719.82,73.11,91.2,3237.13,55.59,91.22,42.92,6.37,66.02,29.81,62.73,573.94,2.06,2.67,100.65,57.89,0,25.57,67.95,73.47,71.11,71.24,12.57,4.42,41.76,14.09,82.12,92.18,14.33,64.84,22.864775,87.724167,0,0,0,2050-01-01 00:00:00,No Failure
VEH0011,Honda,2017,2025-05-25 06:19:00,145997.89,3249.34,54.56,95.81,1787.8,61.62,94.09,45.34,4.45,60.78,50.16,34.29,542.69,1.92,3.28,86.76,46.29,0,38.16,59.75,59.97,50.38,58.17,12.42,1.35,40.5,14.35,85.45,95.96,27.63,81.7,9.480609,83.616308,0,0,0,2050-01-01 00:00:00,No Failure
VEH0279,Honda,2016,2025-01-28 09:51:00,157297.6,3727.04,43.9,93.05,1784.17,51.55,83.22,62.76,5.91,57.32,38.7,39.75,504.7,2.71,3.31,82.33,54.29,0,11.92,36.08,43.56,41.37,42.23,12.4,40.53,38.42,13.81,87.19,85.1,23.57,71.76,19.253824,72.203962,0,0,1,2025-02-02 20:51:00,Battery
VEH0068,BMW,2015,2025-11-26 15:34:00,173522.85,3974.28,89.95,111.03,2835.45,48.32,96.52,52.19,6.53,69.11,53.55,57.99,611.87,2.66,3.54,89.74,64.92,0,33.45,87.8,92.15,86.15,83.56,12.26,8.16,46.37,14.33,70.56,85.24,29.42,73.07,11.643645,80.176675,1,0,0,2025-11-29 11:34:00,Engine
VEH0263,Toyota,2023,2025-01-09 02:22:00,45774.71,978.47,84.8,107.12,2661.09,52.06,87.35,92.51,9.0,91.39,56.82,63.41,653.21,2.0,1.97,99.51,64.2,0,31.64,83.62,83.24,84.56,85.22,12.73,-12.86,54.11,13.92,96.61,100.0,39.37,77.8,26.903915,73.671074,0,0,0,2050-01-01 00:00:00,No Failure
VEH0272,Hyundai,2018,2025-07-12 22:46:00,141199.72,3045.23,93.28,101.06,4115.92,43.42,91.2,31.36,7.51,72.3,49.6,62.38,661.24,2.55,2.59,87.85,59.45,0,39.55,92.45,93.76,95.77,98.02,12.48,4.77,37.05,14.01,77.76,88.69,20.03,79.69,9.256792,77.135108,0,0,0,2050-01-01 00:00:00,No Failure
VEH0137,Ford,2022,2025-02-09 04:57:00,55097.38,1374.4,44.37,95.59,2485.14,61.45,90.13,22.4,5.99,51.43,35.06,55.63,473.5,1.18,2.25,98.79,52.44,0,5.28,40.66,46.87,38.59,45.68,12.38,3.0,40.39,14.16,92.22,95.45,23.15,62.16,13.497918,78.650663,0,0,0,2050-01-01 00:00:00,No Failure
VEH0168,BMW,2021,2025-08-06 07:31:00,78239.73,1947.27,48.11,102.88,1912.38,50.06,92.93,41.57,7.1,62.09,42.82,46.13,579.39,1.38,3.1,92.4,42.16,0,18.22,49.35,47.74,40.47,48.14,12.8,11.93,44.23,14.1,97.51,95.99,28.01,57.38,8.685166,74.985648,0,0,0,2050-01-01 00:00:00,No Failure
VEH0177,Honda,2018,2025-07-24 00:53:00,125154.58,2959.32,125.14,114.4,4769.9,47.94,101.06,39.0,8.64,97.4,50.02,86.38,685.65,3.18,3.22,89.18,85.32,0,19.41,121.32,127.42,126.5,120.87,12.51,10.73,49.53,13.91,90.62,91.58,34.4,53.4,22.78535,86.137009,0,0,0,2050-01-01 00:00:00,No Failure
VEH0277,Mercedes,2022,2025-02-16 06:22:00,65817.72,1413.75,66.2,100.31,3192.11,50.67,95.04,24.96,8.64,74.68,54.82,57.05,596.39,2.18,3.08,85.01,46.27,0,20.71,70.72,76.04,67.48,70.85,13.22,-32.54,36.85,14.15,76.09,100.0,25.08,73.92,18.396071,82.724091,0,0,0,2050-01-01 00:00:00,No Failure
VEH0139,Ford,2025,2025-03-04 14:10:00,33115.78,811.49,67.56,92.77,3086.95,68.13,89.96,57.81,5.3,56.91,47.03,53.17,514.99,1.47,2.37,94.81,50.91,0,16.81,64.66,66.4,65.68,60.28,12.77,-22.49,48.21,14.64,94.37,98.0,31.23,42.67,26.286192,84.821385,0,0,0,2050-01-01 00:00:00,No Failure
VEH0106,Hyundai,2021,2025-03-04 18:59:00,75883.32,1555.72,76.61,95.66,2643.55,62.91,93.74,67.71,5.54,56.77,47.7,43.6,533.04,1.1,2.22,92.69,70.38,0,14.94,79.27,74.88,72.94,70.39,12.74,-21.99,42.03,14.53,95.34,100.0,25.04,70.73,16.274707,86.720587,0,0,0,2050-01-01 00:00:00,No Failure
VEH0149,Toyota,2020,2025-07-22 05:17:00,81513.5,1741.8,67.5,100.55,3208.28,55.1,96.27,40.59,7.7,68.74,41.88,60.37,597.67,2.67,2.42,88.17,54.76,0,26.61,66.74,71.95,65.59,70.55,12.36,46.95,41.75,13.71,88.57,94.43,21.25,49.13,17.299993,77.509899,0,0,0,2050-01-01 00:00:00,No Failure
VEH0027,Ford,2019,2025-11-08 18:25:00,99991.09,2044.29,37.29,99.16,2371.38,56.12,89.31,48.91,5.15,53.07,23.47,47.11,503.64,1.62,2.58,92.06,58.37,0,29.18,36.11,42.84,35.67,39.01,12.56,15.51,45.37,14.24,64.72,93.63,34.27,57.94,20.572143,76.798718,0,0,0,2050-01-01 00:00:00,No Failure
VEH0035,Honda,2016,2025-05-31 11:59:00,158213.15,3527.25,76.72,93.38,3222.38,43.68,97.21,22.36,6.86,70.28,47.57,63.37,566.48,2.1,3.31,85.86,76.13,0,34.2,80.28,79.56,73.94,83.55,12.75,-2.78,34.21,13.94,83.01,91.54,25.64,74.79,21.493074,84.9172,0,0,0,2050-01-01 00:00:00,No Failure
VEH0036,Ford,2024,2025-05-10 00:32:00,45362.59,827.01,0.0,87.41,600.0,49.44,85.08,49.3,2.33,12.2,12.48,19.92,395.99,1.05,2.52,92.05,38.58,0,23.76,1.45,0.0,4.09,7.4,12.06,4.6,37.51,14.29,90.17,98.05,27.49,56.76,23.492941,86.77019,0,0,0,2050-01-01 00:00:00,No Failure
VEH0166,Ford,2025,2025-06-26 17:33:00,33893.29,870.42,41.45,92.35,1596.49,52.62,81.67,21.45,3.87,25.9,1.34,17.19,396.15,1.45,3.04,88.39,54.74,0,11.25,44.98,39.01,38.01,31.71,12.93,-5.42,44.84,14.13,100.0,100.0,28.34,47.65,26.52417,84.436565,0,0,0,2050-01-01 00:00:00,No Failure
VEH0035,Honda,2015,2025-08-06 22:39:00,178160.06,4084.8,88.11,103.88,4560.9,47.0,101.12,88.97,7.95,76.85,68.04,71.71,652.77,1.89,2.73,87.37,57.2,0,21.49,86.31,87.53,84.96,87.98,12.15,-3.47,40.32,14.14,79.43,85.92,37.59,32.97,21.893188,77.99136,1,1,0,2025-08-10 07:39:00,Multiple
VEH0104,Honda,2018,2025-10-28 15:00:00,129239.44,2729.55,55.41,102.7,2445.21,51.22,93.25,62.96,8.09,63.59,42.71,44.84,600.07,2.02,3.29,90.74,69.33,0,20.66,52.46,59.83,53.03,54.82,12.23,10.36,45.63,13.92,87.51,95.96,29.2,31.77,17.320851,85.496317,0,0,0,2050-01-01 00:00:00,No Failure
VEH0258,Audi,2015,2025-08-01 12:54:00,140779.05,3084.34,52.1,100.02,2514.78,38.95,96.91,24.8,4.73,54.42,43.66,42.42,573.53,1.29,2.73,86.54,47.23,0,34.77,49.48,52.25,43.24,50.66,12.37,37.74,44.32,14.43,86.99,88.43,39.35,55.57,19.25491,87.406403,1,0,1,2025-08-01 17:54:00,Multiple
VEH0055,Ford,2019,2025-06-08 09:01:00,101255.57,2150.6,85.18,98.7,3909.8,55.0,95.97,79.25,9.0,85.74,62.77,71.2,636.02,2.37,2.66,86.63,77.33,0,38.94,88.35,87.11,90.38,84.86,12.34,-13.66,48.27,14.33,68.77,89.16,22.28,82.44,10.013113,84.234124,0,0,0,2050-01-01 00:00:00,No Failure
VEH0294,Mercedes,2015,2025-11-02 13:11:00,172548.83,3746.44,52.68,99.67,2536.42,54.15,90.78,86.61,6.8,57.1,62.61,53.0,533.0,2.44,3.36,82.98,45.41,0,15.05,50.9,51.65,53.4,50.82,12.33,-17.72,44.09,14.14,82.83,90.88,27.46,39.13,24.91348,86.135303,0,1,0,2025-11-03 18:11:00,Brake
VEH0041,Tata,2018,2025-08-21 12:20:00,131959.57,2917.26,73.94,108.01,3345.4,45.63,91.75,55.4,7.38,80.73,67.41,71.8,635.22,2.33,3.76,88.17,54.91,0,25.71,70.41,74.5,75.31,73.55,12.37,6.67,41.97,14.3,91.54,90.09,27.64,55.27,22.032532,75.483325,0,0,0,2050-01-01 00:00:00,No Failure
VEH0219,Honda,2018,2025-04-05 20:39:00,147228.55,3255.59,45.81,88.4,2392.39,60.99,86.01,51.36,5.34,48.99,52.22,45.22,502.84,1.12,2.14,89.57,62.75,0,19.95,50.84,52.51,47.78,50.22,12.51,15.04,37.32,14.02,94.5,91.9,10.85,88.66,9.443584,83.507699,0,0,0,2050-01-01 00:00:00,No Failure
VEH0068,Tata,2023,2025-07-05 14:29:00,64779.26,1464.0,23.43,91.48,1763.57,52.35,86.09,68.1,4.75,38.22,31.32,31.9,474.52,1.18,2.74,85.62,42.72,0,14.08,25.92,22.62,24.36,28.04,12.24,45.37,42.49,14.05,72.7,87.81,26.78,73.96,28.159616,83.254012,0,0,0,2050-01-01 00:00:00,No Failure
VEH0149,Mercedes,2022,2025-05-08 16:55:00,66759.68,1483.89,47.59,99.02,2899.81,58.32,94.54,69.05,4.68,41.4,42.58,41.88,483.93,1.06,2.82,91.92,50.48,0,9.87,48.3,55.92,47.11,54.52,12.71,-11.44,52.08,13.94,64.86,96.95,33.72,51.5,23.313215,76.900008,0,0,0,2050-01-01 00:00:00,No Failure
VEH0072,Ford,2023,2025-05-17 18:08:00,58100.03,1399.08,88.67,100.83,4363.89,50.67,81.18,66.45,6.77,64.69,36.64,70.87,555.75,2.17,2.02,94.89,65.35,0,0.17,84.08,91.48,88.1,79.04,12.84,16.8,39.25,13.82,90.64,98.06,14.97,60.14,26.63816,78.927914,0,0,0,2050-01-01 00:00:00,No Failure
